ID,All_fragments,All_fragments_h,Counts
FDA_All_frag_102,*c1ccccc1C(=O)O,O=C(O)c1ccccc1,7
FDA_All_frag_103,*OCCN(CC)CC,CCN(CC)CCO,7
FDA_All_frag_104,*n1ccc(=N)[nH]c1=O,N=c1cc[nH]c(=O)[nH]1,7
FDA_All_frag_105,*c1ccccc1C,Cc1ccccc1,7
FDA_All_frag_106,*C(=O)c1ccc(N)cc1,Nc1ccc(C=O)cc1,7
FDA_All_frag_107,*CC(O)CO,CC(O)CO,7
FDA_All_frag_108,*C(=O)CN,NCC=O,7
FDA_All_frag_109,*C(=O)C=C,C=CC=O,7
FDA_All_frag_110,*c1ccc(O)cc1,Oc1ccccc1,7
FDA_All_frag_111,*CCOC,CCOC,7
FDA_All_frag_112,*C(=O)C(=NOC)c1csc(=N)[nH]1,CON=C(C=O)c1csc(=N)[nH]1,7
FDA_All_frag_113,*CCCN1CCN(C)CC1,CCCN1CCN(C)CC1,7
FDA_All_frag_114,*Cc1ccc(OC)cc1,COc1ccc(C)cc1,6
FDA_All_frag_115,*CCN(CCN(CC(*)=O)CC(*)=O)CC(=O)O,CCN(CCN(CC=O)CC=O)CC(=O)O,6
FDA_All_frag_116,*CCN(CCN(CC(*)=O)CC(*)=O)CC(*)=O,CCN(CC=O)CCN(CC=O)CC=O,6
FDA_All_frag_117,*CCN(CC*)CC(=O)O,CCN(CC)CC(=O)O,6
FDA_All_frag_118,*CCN(CC*)CC(*)=O,CCN(CC)CC=O,6
FDA_All_frag_119,*CCCCCCCCC(*)=O,CCCCCCCCC=O,6
FDA_All_frag_120,*N=c1cccc[nH]1,N=c1cccc[nH]1,6
FDA_All_frag_121,*NC(C)(C)C,CC(C)(C)N,6
FDA_All_frag_122,*NC(C(*)=O)C(C)C,CC(C)C(N)C=O,6
FDA_All_frag_123,*c1nn[nH]n1,c1nn[nH]n1,6
FDA_All_frag_124,*Cc1ccc(-c2ccccc2*)cc1,Cc1ccc(-c2ccccc2)cc1,6
FDA_All_frag_125,*C(=O)CCC,CCCC=O,6
FDA_All_frag_126,*N1c2ccccc2Sc2ccccc21,c1ccc2c(c1)Nc1ccccc1S2,6
FDA_All_frag_127,*C1CCCC1,C1CCCC1,6
FDA_All_frag_128,*C(=O)C(C)NC(CCc1ccccc1)C(=O)OCC,CCOC(=O)C(CCc1ccccc1)NC(C)C=O,6
FDA_All_frag_129,*CCN(CCN(CC(*)=O)CC(=O)O)CC(*)=O,CCN(CC=O)CCN(CC=O)CC(=O)O,6
FDA_All_frag_130,*Nc1ccccc1,Nc1ccccc1,6
FDA_All_frag_131,*n1cnc2c(=O)[nH]c(=N)[nH]c21,N=c1[nH]c(=O)c2nc[nH]c2[nH]1,6
FDA_All_frag_132,*OCC(CC)CCCC,CCCCC(CC)CO,6
FDA_All_frag_133,*C(=O)C(O)c1ccccc1,O=CC(O)c1ccccc1,6
FDA_All_frag_134,*CC[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1C*,CC[C@@H]1[C@@H](C)[C@H](O)C[C@@H]1O,6
FDA_All_frag_135,*CC=C,C=CC,6
FDA_All_frag_136,*NCC(O)CO,NCC(O)CO,6
FDA_All_frag_137,*C[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(*)=O,C[C@@H]1[C@@H](C/C=C\CCCC=O)[C@@H](O)C[C@H]1O,6
FDA_All_frag_138,*C(=O)C(Cl)Cl,O=CC(Cl)Cl,6
FDA_All_frag_139,*c1cccc(C(F)(F)F)c1,FC(F)(F)c1ccccc1,6
FDA_All_frag_140,*CCN(CCN(CC(*)=O)CC(=O)O)CC(=O)O,CCN(CCN(CC=O)CC(=O)O)CC(=O)O,6
FDA_All_frag_141,*C(=O)c1cccnc1,O=Cc1cccnc1,6
FDA_All_frag_142,*CCCCCC,CCCCCC,6
FDA_All_frag_143,*[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OC[C@H]1OC[C@H](O)[C@@H]1O,6
FDA_All_frag_144,*n1c(=O)[nH]c2ccccc21,O=c1[nH]c2ccccc2[nH]1,6
FDA_All_frag_145,*N1CCN(CCO)CC1,OCCN1CCNCC1,6
FDA_All_frag_146,*OC(C)(C)C,CC(C)(C)O,5
FDA_All_frag_147,*C(=O)c1cc(OC)c(OC)c(OC)c1,COc1cc(C=O)cc(OC)c1OC,5
FDA_All_frag_148,*C(Cn1ccnc1)c1ccc(Cl)cc1Cl,Clc1ccc(CCn2ccnc2)c(Cl)c1,5
FDA_All_frag_149,*NC1CCCCC1,NC1CCCCC1,5
FDA_All_frag_150,*CCN1CCCC1,CCN1CCCC1,5
FDA_All_frag_151,*c1ccc(C(*)c2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,5
FDA_All_frag_152,*CCCCN1CCN(*)CC1,CCCCN1CCNCC1,5
FDA_All_frag_153,*CCCC(=O)c1ccc(F)cc1,CCCC(=O)c1ccc(F)cc1,5
FDA_All_frag_154,*C(=O)C1=C(C)N=C(C)C(C(*)=O)C1c1cccc([N+](=O)[O-])c1,CC1=NC(C)=C(C=O)C(c2cccc([N+](=O)[O-])c2)C1C=O,5
FDA_All_frag_155,*CCl,CCl,5
FDA_All_frag_156,*c1ncccn1,c1cncnc1,5
FDA_All_frag_157,*[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,C[C@@H]1C[C@H](N(C)C)[C@@H](O)CO1,5
FDA_All_frag_158,*c1cccc(Cl)c1Cl,Clc1ccccc1Cl,5
FDA_All_frag_159,*C(C)CCC=C(C)C,CCCCC=C(C)C,5
FDA_All_frag_160,*C(F)F,FCF,5
FDA_All_frag_161,*[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,OC[C@H]1OC[C@H](O)[C@@H](O)[C@H]1O,5
FDA_All_frag_162,*C[C@@H](O)CCCCC,CCCCC[C@@H](C)O,5
FDA_All_frag_163,*[C@@H]1C[C@@H]2CC[C@H](C1)N2C,CN1[C@@H]2CCC[C@H]1CC2,5
FDA_All_frag_164,*c1ccccc1OC,COc1ccccc1,5
FDA_All_frag_165,*C(=O)c1ccc(O)cc1,O=Cc1ccc(O)cc1,5
FDA_All_frag_166,*[C@H]1[C@H](N)C[C@H](N)[C@@H](*)[C@@H]1O,N[C@@H]1C[C@H](N)C[C@H](O)C1,5
FDA_All_frag_167,*C(=O)C(*)(C)C,CC(C)C=O,5
FDA_All_frag_168,*C(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC=O,5
FDA_All_frag_169,*Cc1ccc(C(*)=O)cc1,Cc1ccc(C=O)cc1,5
FDA_All_frag_170,*C(=O)C1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CN1CC(C=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,5
FDA_All_frag_171,*C(=O)c1ccc(Cl)cc1,O=Cc1ccc(Cl)cc1,5
FDA_All_frag_172,*C(c1ccccc1)c1ccc(Cl)cc1,Clc1ccc(Cc2ccccc2)cc1,5
FDA_All_frag_173,*C(=O)NC(C(*)=O)C(C)C,CC(C)C(C=O)NC=O,5
FDA_All_frag_174,*C(=O)C(NC(=O)OC)C(C)C,COC(=O)NC(C=O)C(C)C,5
FDA_All_frag_175,*c1ncnc2[nH]ccc12,c1ncc2cc[nH]c2n1,5
FDA_All_frag_176,*C(=O)CN(CCN(CCN(CC(*)=O)CC(=O)O)CC(=O)O)CC(=O)O,O=CCN(CCN(CCN(CC=O)CC(=O)O)CC(=O)O)CC(=O)O,5
FDA_All_frag_177,*C(=O)CN(CCN(CCN(CC(*)=O)CC(=O)O)CC(=O)O)CC(*)=O,O=CCN(CC=O)CCN(CCN(CC=O)CC(=O)O)CC(=O)O,5
FDA_All_frag_178,*C(=O)CN(CCN(CCN(CC(*)=O)CC(*)=O)CC(=O)O)CC(*)=O,O=CCN(CC=O)CCN(CCN(CC=O)CC=O)CC(=O)O,5
FDA_All_frag_179,*C(=O)CN(CCN(CC(*)=O)CC(=O)O)CCN(CC(*)=O)CC(=O)O,O=CCN(CCN(CC=O)CC(=O)O)CCN(CC=O)CC(=O)O,5
FDA_All_frag_180,*c1ccc(N2CCN(*)CC2)cc1,c1ccc(N2CCNCC2)cc1,5
FDA_All_frag_181,*C(=O)CN(CCN(CC(*)=O)CC(*)=O)CCN(CC(*)=O)CC(=O)O,O=CCN(CC=O)CCN(CC=O)CCN(CC=O)CC(=O)O,5
FDA_All_frag_182,*C(=O)CN(CCN(CC(*)=O)CC(*)=O)CCN(CC(*)=O)CC(*)=O,O=CCN(CC=O)CCN(CC=O)CCN(CC=O)CC=O,5
FDA_All_frag_183,*CCCC(*)C,CCCCC,5
FDA_All_frag_184,*C(=O)Cc1ccccc1,O=CCc1ccccc1,5
FDA_All_frag_185,*C(=O)C1CCCN1*,O=CC1CCCN1,5
FDA_All_frag_186,*[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5
FDA_All_frag_187,*CC(*)c1ccc(Cl)cc1Cl,CCc1ccc(Cl)cc1Cl,5
FDA_All_frag_188,*CCCN1CCN(CCO)CC1,CCCN1CCN(CCO)CC1,5
FDA_All_frag_189,*C/C(C)=C/C=C/C(*)C,CC/C=C/C=C(C)C,5
FDA_All_frag_190,*C(=O)CCC(NC(=O)c1ccc(*)cc1)C(=O)O,O=CCCC(NC(=O)c1ccccc1)C(=O)O,5
FDA_All_frag_191,*C[C@@H](C)[C@H]1CC[C@H]2C(*)CCC[C@@]21C,CC(C)[C@H]1CC[C@H]2CCCC[C@@]21C,5
FDA_All_frag_192,*CCN*,CCN,5
FDA_All_frag_193,*NC(C(*)=O)C(C)(C)C,CC(C)(C)C(N)C=O,5
FDA_All_frag_194,*Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,5
FDA_All_frag_195,*CCCCCCCCC(=O)O,CCCCCCCCC(=O)O,5
FDA_All_frag_196,*c1ccccc1-c1nn[nH]n1,c1ccc(-c2nn[nH]n2)cc1,5
FDA_All_frag_197,*C/C=C/C(*)C,C/C=C/CC,5
FDA_All_frag_198,*CC1=C(C)CCCC1(C)C,CC1=C(C)C(C)(C)CCC1,5
FDA_All_frag_199,*C(=O)C(CCC(=O)O)NC(=O)c1ccc(*)cc1,O=CC(CCC(=O)O)NC(=O)c1ccccc1,5
FDA_All_frag_200,*C(=O)CCC(NC(=O)c1ccc(*)cc1)C(*)=O,O=CCCC(C=O)NC(=O)c1ccccc1,5
FDA_All_frag_201,*C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)C*,C/C=C1\CCC[C@]2(C)[C@@H](C(C)C)CC[C@@H]12,5
FDA_All_frag_202,*[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5
FDA_All_frag_203,*C(=O)CCCCCC,CCCCCCC=O,5
FDA_All_frag_204,*CC/C=C\CC,CC/C=C\CC,5
FDA_All_frag_205,*C(C)/C=C/C1=C(C)CCCC1(C)C,CC/C=C/C1=C(C)CCCC1(C)C,5
FDA_All_frag_206,*c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,O=C(O)CCC(NC(=O)c1ccccc1)C(=O)O,5
FDA_All_frag_207,*CC/C=C\C/C=C\CC,CC/C=C\C/C=C\CC,5
FDA_All_frag_208,*CC/C=C\CC*,CC/C=C\CC,5
FDA_All_frag_209,*N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,4
FDA_All_frag_210,*C/C=C/C*,C/C=C/C,4
FDA_All_frag_211,*C(O)C(=O)C(C)(C)CO,CC(C)(CO)C(=O)CO,4
FDA_All_frag_212,*N1CCCC1C(=O)O,O=C(O)C1CCCN1,4
FDA_All_frag_213,*C/C=C/C=C(C)/C=C/C*,C/C=C/C=C(C)/C=C/C,4
FDA_All_frag_214,*Cc1ccc(Cl)cc1,Cc1ccc(Cl)cc1,4
FDA_All_frag_215,*C/C=C/C=C(\C)C*,C/C=C/C=C(C)C,4
FDA_All_frag_216,*NC(C)C,CC(C)N,4
FDA_All_frag_217,*NCc1ccccc1,NCc1ccccc1,4
FDA_All_frag_218,*C/C=C/C=C(C)/C=C/C=C(\C)C*,C/C=C/C=C(C)/C=C/C=C(C)C,4
FDA_All_frag_219,*C/C=C/C(C)=C/C=C/C=C(\C)C*,C/C=C/C(C)=C/C=C/C=C(C)C,4
FDA_All_frag_220,*c1nc(=N)c2cc(OC)c(OC)cc2[nH]1,COc1cc2[nH]cnc(=N)c2cc1OC,4
FDA_All_frag_221,*CCCOC,CCCOC,4
FDA_All_frag_222,*CCCCCC*,CCCCCC,4
FDA_All_frag_223,*C(=O)C(O)(c1ccccc1)c1ccccc1,O=CC(O)(c1ccccc1)c1ccccc1,4
FDA_All_frag_224,*C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C*,C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)C,4
FDA_All_frag_225,*Cn1cnc2c(=O)[nH]c(=N)[nH]c21,Cn1cnc2c(=O)[nH]c(=N)[nH]c21,4
FDA_All_frag_226,*C/C=C/C(C)=C/C=C/C=C(C)/C=C/C*,C/C=C/C(C)=C/C=C/C=C(C)/C=C/C,4
FDA_All_frag_227,*C/C=C/C(C)=C/C*,C/C=C/C(C)=C/C,4
FDA_All_frag_228,*CCOCCO,CCOCCO,4
FDA_All_frag_229,*C/C=C(C)/C=C/C=C(\C)C*,C/C=C(C)/C=C/C=C(C)C,4
FDA_All_frag_230,*CCN,CCN,4
FDA_All_frag_231,*OCO*,OCO,4
FDA_All_frag_232,*C/C(C)=C/C=C/C=C(\C)C*,CC(C)=C/C=C/C=C(C)C,4
FDA_All_frag_233,*C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C*,CC(C)=C/C=C/C=C(C)/C=C/C=C(C)C,4
FDA_All_frag_234,*Oc1ccccc1C(*)=O,O=Cc1ccccc1O,4
FDA_All_frag_235,*C(=O)CN(CCN(CC(*)=O)CC(*)=O)CC(*)=O,O=CCN(CC=O)CCN(CC=O)CC=O,4
FDA_All_frag_236,*c1ccc(*)c(F)c1,Fc1ccccc1,4
FDA_All_frag_237,*C(=O)/C=C/C(*)=O,O=C/C=C/C=O,4
FDA_All_frag_238,*S(=O)(=O)C1CC1,O=[SH](=O)C1CC1,4
FDA_All_frag_239,*CCOCCOCC*,CCOCCOCC,4
FDA_All_frag_240,*C(F)(F)F,FC(F)F,4
FDA_All_frag_241,*CCOCCOCCOCCOCC*,CCOCCOCCOCCOCC,4
FDA_All_frag_242,*CO[PH](=O)(=O)O,CO[PH](=O)(=O)O,4
FDA_All_frag_243,*CCOCCOCCOCC*,CCOCCOCCOCC,4
FDA_All_frag_244,*Nc1c(I)c(C(*)=O)c(I)c(C(*)=O)c1I,Nc1c(I)c(C=O)c(I)c(C=O)c1I,4
FDA_All_frag_245,*CCN(CCN(CC(=O)O)CC(=O)O)CC(*)=O,CCN(CC=O)CCN(CC(=O)O)CC(=O)O,4
FDA_All_frag_246,*CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,4
FDA_All_frag_247,*C(=O)CO,O=CCO,4
FDA_All_frag_248,*C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,4
FDA_All_frag_249,*C(=O)C(N)C(C)C,CC(C)C(N)C=O,4
FDA_All_frag_250,*c1ccncc1,c1ccncc1,4
FDA_All_frag_251,*CC/C=C\C/C=C\C/C=C\C/C=C\CC,CC/C=C\C/C=C\C/C=C\C/C=C\CC,4
FDA_All_frag_252,*CC/C=C\C/C=C\CC*,CC/C=C\C/C=C\CC,4
FDA_All_frag_253,*CC/C=C\C/C=C\C/C=C\CC,CC/C=C\C/C=C\C/C=C\CC,4
FDA_All_frag_254,*CCOCCOCCOCCOCCOCC*,CCOCCOCCOCCOCCOCC,4
FDA_All_frag_255,*C(=O)C(N)Cc1cc(I)c(*)c(I)c1,NC(C=O)Cc1cc(I)cc(I)c1,4
FDA_All_frag_256,*c1c(I)cc(CC(N)C(=O)O)cc1I,NC(Cc1cc(I)cc(I)c1)C(=O)O,4
FDA_All_frag_257,*C[C@H](C)C(C)C,CC(C)C(C)C,4
FDA_All_frag_258,*[C@H]1CCOC1,C1CCOC1,4
FDA_All_frag_259,*C(=O)OC(C)(C)C,CC(C)(C)OC=O,4
FDA_All_frag_260,*CCN1CCOCC1,CCN1CCOCC1,4
FDA_All_frag_261,*c1ccc(OC)cc1,COc1ccccc1,4
FDA_All_frag_262,*C(=O)C1N2C(=O)C(NC(=O)c3c(*)noc3C)[C@H]2SC1(C)C,Cc1oncc1C(=O)NC1C(=O)N2C(C=O)C(C)(C)S[C@H]12,4
FDA_All_frag_263,*C(=O)c1c(*)noc1C,Cc1oncc1C=O,4
FDA_All_frag_264,*c1noc(C)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,Cc1oncc1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,4
FDA_All_frag_265,*CCOCC,CCOCC,4
FDA_All_frag_266,*C(=O)CCCC,CCCCC=O,4
FDA_All_frag_267,*C(=O)CN(CCN(CC(*)=O)CC(=O)O)CC(*)=O,O=CCN(CC=O)CCN(CC=O)CC(=O)O,4
FDA_All_frag_268,*Cc1ccc(F)cc1,Cc1ccc(F)cc1,4
FDA_All_frag_269,*[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,C[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O,4
FDA_All_frag_270,*NS(=O)(=O)C1CC1,NS(=O)(=O)C1CC1,4
FDA_All_frag_271,*CCCCCC(*)=O,CCCCCC=O,4
FDA_All_frag_272,*[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,CN[C@@H]1[C@@H](O)COC[C@]1(C)O,4
FDA_All_frag_273,*C(=O)CN(CCN(CC(*)=O)CC(=O)O)CC(=O)O,O=CCN(CCN(CC=O)CC(=O)O)CC(=O)O,4
FDA_All_frag_274,*C1C[C@@H](O)C[C@H](O)C1=C,C=C1CC[C@@H](O)C[C@@H]1O,4
FDA_All_frag_275,*CCN1CCCCC1,CCN1CCCCC1,4
FDA_All_frag_276,*[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,N[C@H]1[C@H](O)[C@@H](CO)OC[C@@H]1O,4
FDA_All_frag_277,*C/C=C1/C[C@@H](O)C[C@H](O)C1=C,C=C1/C(=C\C)C[C@@H](O)C[C@@H]1O,4
FDA_All_frag_278,*[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,OC[C@H]1OC[C@@H](O)[C@@H]1O,4
FDA_All_frag_279,*NC(=O)NC1CCCCC1,NC(=O)NC1CCCCC1,4
FDA_All_frag_280,*C(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C=O,4
FDA_All_frag_281,*[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@@]12CCC[C@H]1[C@@H]1CC=C3CC(=O)CC[C@]3(C)[C@H]1CC2,4
FDA_All_frag_282,*NC(Cc1ccccc1)C(*)=O,NC(C=O)Cc1ccccc1,4
FDA_All_frag_283,*CC=CC(C)=CC(=O)O,CC=CC(C)=CC(=O)O,4
FDA_All_frag_284,*C(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(*)=O,O=CCN(CC=O)CCN(CC(=O)O)CC(=O)O,4
FDA_All_frag_285,*CC=CC(C)=CC(*)=O,CC=CC(C)=CC=O,4
FDA_All_frag_286,*CC=CC(*)C,CC=CCC,4
